idx,lat,lon,east_m,north_m,yaw_rad,yaw_deg,s_m,segment_type,zone_id,inside_zone,state,parking_mode,drive_mode
223,37.30390242,127.90720750,-28.839817,-30.174477,0.820428057,47.007065,55.293013,STRAIGHT,0,0,0,none,mission
224,37.30390406,127.90720941,-28.670183,-29.992523,0.820428057,47.007065,55.541775,STRAIGHT,0,0,0,none,mission
225,37.30390570,127.90721133,-28.500550,-29.810569,0.820428057,47.007065,55.790537,STRAIGHT,0,0,0,none,mission
226,37.30390734,127.90721324,-28.330917,-29.628615,0.820428057,47.007065,56.039300,STRAIGHT,0,0,0,none,mission
227,37.30390897,127.90721515,-28.161284,-29.446661,0.820428057,47.007065,56.288062,STRAIGHT,0,0,0,none,mission
228,37.30391061,127.90721707,-27.991651,-29.264706,0.820428057,47.007065,56.536824,STRAIGHT,0,0,0,none,mission
229,37.30391225,127.90721898,-27.822018,-29.082752,0.820428057,47.007065,56.785586,STRAIGHT,0,0,0,none,mission
230,37.30391389,127.90722089,-27.652385,-28.900798,0.820428057,47.007065,57.034349,STRAIGHT,0,0,0,none,mission
231,37.30391553,127.90722281,-27.482752,-28.718844,0.820428057,47.007065,57.283111,STRAIGHT,0,0,0,none,mission
232,37.30391717,127.90722472,-27.313119,-28.536890,0.820428057,47.007065,57.531873,STRAIGHT,0,0,0,none,mission
233,37.30391881,127.90722663,-27.143486,-28.354936,0.820428057,47.007065,57.780636,STRAIGHT,0,0,0,none,mission
234,37.30392045,127.90722855,-26.973853,-28.172982,0.820428057,47.007065,58.029398,STRAIGHT,0,0,0,none,mission
235,37.30392209,127.90723046,-26.804220,-27.991028,0.820428057,47.007065,58.278160,STRAIGHT,0,0,0,none,mission
236,37.30392373,127.90723237,-26.634587,-27.809073,0.820428057,47.007065,58.526922,STRAIGHT,0,0,0,none,mission
237,37.30392537,127.90723429,-26.464954,-27.627119,0.820428057,47.007065,58.775685,STRAIGHT,0,0,0,none,mission
238,37.30392701,127.90723620,-26.295321,-27.445165,0.820428057,47.007065,59.024447,STRAIGHT,0,0,0,none,mission
239,37.30392865,127.90723811,-26.125688,-27.263211,0.820428057,47.007065,59.273209,STRAIGHT,0,0,0,none,mission
240,37.30393029,127.90724003,-25.956055,-27.081257,0.820428057,47.007065,59.521971,STRAIGHT,0,0,0,none,mission
241,37.30393193,127.90724194,-25.786422,-26.899303,0.820428057,47.007065,59.770734,STRAIGHT,0,0,0,none,mission
242,37.30393357,127.90724385,-25.616789,-26.717349,0.820428057,47.007065,60.019496,STRAIGHT,0,0,0,none,mission
243,37.30393521,127.90724577,-25.447156,-26.535394,0.820428057,47.007065,60.268258,STRAIGHT,0,0,0,none,mission
244,37.30393685,127.90724768,-25.277523,-26.353440,0.820428057,47.007065,60.517021,STRAIGHT,0,0,0,none,mission
245,37.30393849,127.90724959,-25.107890,-26.171486,0.820428057,47.007065,60.765783,STRAIGHT,0,0,0,none,mission
246,37.30394012,127.90725151,-24.938257,-25.989532,0.820428057,47.007065,61.014545,STRAIGHT,0,0,0,none,mission
247,37.30394176,127.90725342,-24.768624,-25.807578,0.820428057,47.007065,61.263307,STRAIGHT,0,0,0,none,mission
248,37.30394340,127.90725533,-24.598991,-25.625624,0.820428057,47.007065,61.512070,STRAIGHT,0,0,0,none,mission
249,37.30394504,127.90725725,-24.429358,-25.443670,0.820428057,47.007065,61.760832,STRAIGHT,0,0,0,none,mission
250,37.30394668,127.90725916,-24.259725,-25.261716,0.820428057,47.007065,62.009594,STRAIGHT,0,0,0,none,mission
251,37.30394832,127.90726107,-24.090092,-25.079761,0.820428057,47.007065,62.258356,STRAIGHT,0,0,0,none,mission
252,37.30394996,127.90726299,-23.920459,-24.897807,0.820428057,47.007065,62.507119,STRAIGHT,0,0,0,none,mission
253,37.30395160,127.90726490,-23.750826,-24.715853,0.820428057,47.007065,62.755881,STRAIGHT,0,0,0,none,mission
254,37.30395324,127.90726681,-23.581193,-24.533899,0.820428057,47.007065,63.004643,STRAIGHT,0,0,0,none,mission
255,37.30395488,127.90726873,-23.411560,-24.351945,0.820428057,47.007065,63.253406,STRAIGHT,0,0,0,none,mission
256,37.30395652,127.90727064,-23.241927,-24.169991,0.820428057,47.007065,63.502168,STRAIGHT,0,0,0,none,mission
257,37.30395816,127.90727255,-23.072294,-23.988037,0.820428057,47.007065,63.750930,STRAIGHT,0,0,0,none,mission
258,37.30395980,127.90727447,-22.902661,-23.806083,0.820428057,47.007065,63.999692,STRAIGHT,0,0,0,none,mission
259,37.30396144,127.90727638,-22.733028,-23.624128,0.820428057,47.007065,64.248455,STRAIGHT,0,0,0,none,mission
260,37.30396308,127.90727829,-22.563394,-23.442174,0.820428057,47.007065,64.497217,STRAIGHT,0,0,0,none,mission
261,37.30396472,127.90728021,-22.393761,-23.260220,0.820428057,47.007065,64.745979,STRAIGHT,0,0,0,none,mission
262,37.30396636,127.90728212,-22.224128,-23.078266,0.820428057,47.007065,64.994742,STRAIGHT,0,0,0,none,mission
263,37.30396800,127.90728403,-22.054495,-22.896312,0.820428057,47.007065,65.243504,STRAIGHT,0,0,0,none,mission
264,37.30396964,127.90728595,-21.884862,-22.714358,0.820428057,47.007065,65.492266,STRAIGHT,0,0,0,none,mission
265,37.30397127,127.90728786,-21.715229,-22.532404,0.820428057,47.007065,65.741028,STRAIGHT,0,0,0,none,mission
266,37.30397291,127.90728977,-21.545596,-22.350450,0.820428057,47.007065,65.989791,STRAIGHT,0,0,0,none,mission
267,37.30397455,127.90729169,-21.375963,-22.168495,0.820428057,47.007065,66.238553,STRAIGHT,0,0,0,none,mission
268,37.30397619,127.90729360,-21.206330,-21.986541,0.820428057,47.007065,66.487315,STRAIGHT,0,0,0,none,mission
269,37.30397783,127.90729552,-21.036697,-21.804587,0.820428057,47.007065,66.736077,STRAIGHT,0,0,0,none,mission
270,37.30397947,127.90729743,-20.867064,-21.622633,0.820428057,47.007065,66.984840,STRAIGHT,0,0,0,none,mission
271,37.30398111,127.90729934,-20.697431,-21.440679,0.820428057,47.007065,67.233602,STRAIGHT,0,0,0,none,mission
272,37.30398275,127.90730126,-20.527798,-21.258725,0.820428057,47.007065,67.482364,STRAIGHT,0,0,0,none,mission
273,37.30398439,127.90730317,-20.358165,-21.076771,0.820428057,47.007065,67.731127,STRAIGHT,0,0,0,none,mission
274,37.30398603,127.90730508,-20.188532,-20.894817,0.820428057,47.007065,67.979889,STRAIGHT,0,0,0,none,mission
275,37.30398767,127.90730700,-20.018899,-20.712862,0.820428057,47.007065,68.228651,STRAIGHT,0,0,0,none,mission
276,37.30398931,127.90730891,-19.849266,-20.530908,0.820428057,47.007065,68.477413,STRAIGHT,3,1,0,none,mission
277,37.30399095,127.90731082,-19.679633,-20.348954,0.820428057,47.007065,68.726176,STRAIGHT,3,1,0,none,mission
278,37.30399259,127.90731274,-19.510000,-20.167000,0.555417618,31.823085,68.974938,STRAIGHT,3,1,0,none,mission
279,37.30399321,127.90731538,-19.275291,-20.098026,0.126605427,7.253957,69.219572,CUBIC_HERMITE,3,1,0,none,mission
280,37.30399314,127.90731820,-19.025556,-20.105337,-0.067417848,-3.862758,69.469414,CUBIC_HERMITE,3,1,0,none,mission
281,37.30399291,127.90732100,-18.776967,-20.131673,-0.118967962,-6.816362,69.719394,CUBIC_HERMITE,3,1,0,none,mission
282,37.30399261,127.90732380,-18.529157,-20.164673,-0.133217296,-7.632789,69.969392,CUBIC_HERMITE,3,1,0,none,mission
283,37.30399231,127.90732659,-18.281400,-20.198084,-0.122870485,-7.039960,70.219391,CUBIC_HERMITE,3,1,0,none,mission
284,37.30399206,127.90732940,-18.032973,-20.225948,-0.079166416,-4.535902,70.469376,CUBIC_HERMITE,3,1,0,none,mission
285,37.30399195,127.90733221,-17.783355,-20.237595,0.070505254,4.039653,70.719265,CUBIC_HERMITE,3,1,0,none,mission
286,37.30399237,127.90733495,-17.540268,-20.191152,0.252732575,14.480510,70.966750,CUBIC_HERMITE,3,1,0,none,mission
287,37.30399259,127.90733529,-17.510000,-20.167000,0.804311549,46.083657,71.005472,CUBIC_HERMITE,3,1,0,none,mission
288,37.30399423,127.90733719,-17.342069,-19.985310,0.824730861,47.253598,71.252883,STRAIGHT,3,1,0,none,mission
289,37.30399586,127.90733908,-17.174138,-19.803621,0.824730861,47.253598,71.500293,STRAIGHT,3,1,0,none,mission
290,37.30399750,127.90734098,-17.006207,-19.621931,0.824730861,47.253598,71.747704,STRAIGHT,3,1,0,none,mission
291,37.30399914,127.90734287,-16.838276,-19.440241,0.824730861,47.253598,71.995114,STRAIGHT,3,1,0,none,mission
292,37.30400077,127.90734477,-16.670345,-19.258552,0.824730861,47.253598,72.242525,STRAIGHT,3,1,0,none,mission
293,37.30400241,127.90734666,-16.502414,-19.076862,0.824730861,47.253598,72.489935,STRAIGHT,3,1,0,none,mission
294,37.30400405,127.90734855,-16.334483,-18.895172,0.824730861,47.253598,72.737346,STRAIGHT,3,1,0,none,mission
295,37.30400568,127.90735045,-16.166552,-18.713483,0.824730861,47.253598,72.984756,STRAIGHT,3,1,0,none,mission
296,37.30400732,127.90735234,-15.998621,-18.531793,0.824730861,47.253598,73.232167,STRAIGHT,3,1,0,none,mission
297,37.30400896,127.90735424,-15.830690,-18.350103,0.824730861,47.253598,73.479578,STRAIGHT,3,1,0,none,mission
298,37.30401060,127.90735613,-15.662759,-18.168414,0.824730861,47.253598,73.726988,STRAIGHT,3,1,0,none,mission
299,37.30401223,127.90735802,-15.494828,-17.986724,0.824730861,47.253598,73.974399,STRAIGHT,3,1,0,none,mission
300,37.30401387,127.90735992,-15.326897,-17.805034,0.824730861,47.253598,74.221809,STRAIGHT,3,1,3,none,mission
301,37.30401551,127.90736181,-15.158966,-17.623345,0.824730861,47.253598,74.469220,STRAIGHT,3,1,0,none,mission
302,37.30401714,127.90736371,-14.991034,-17.441655,0.824730861,47.253598,74.716630,STRAIGHT,3,1,0,none,mission
303,37.30401878,127.90736560,-14.823103,-17.259966,0.824730861,47.253598,74.964041,STRAIGHT,3,1,0,none,mission
304,37.30402042,127.90736750,-14.655172,-17.078276,0.824730861,47.253598,75.211451,STRAIGHT,3,1,0,none,mission
305,37.30402206,127.90736939,-14.487241,-16.896586,0.824730861,47.253598,75.458862,STRAIGHT,3,1,0,none,mission
306,37.30402369,127.90737128,-14.319310,-16.714897,0.824730861,47.253598,75.706272,STRAIGHT,3,1,0,none,mission
307,37.30402533,127.90737318,-14.151379,-16.533207,0.824730861,47.253598,75.953683,STRAIGHT,3,1,0,none,mission
308,37.30402697,127.90737507,-13.983448,-16.351517,0.824730861,47.253598,76.201093,STRAIGHT,3,1,0,none,mission
309,37.30402860,127.90737697,-13.815517,-16.169828,0.824730861,47.253598,76.448504,STRAIGHT,3,1,0,none,mission
310,37.30403024,127.90737886,-13.647586,-15.988138,0.824730861,47.253598,76.695914,STRAIGHT,3,1,0,none,mission
311,37.30403188,127.90738076,-13.479655,-15.806448,0.824730861,47.253598,76.943325,STRAIGHT,3,1,0,none,mission
312,37.30403352,127.90738265,-13.311724,-15.624759,0.824730861,47.253598,77.190735,STRAIGHT,3,1,0,none,mission
313,37.30403515,127.90738454,-13.143793,-15.443069,0.824730861,47.253598,77.438146,STRAIGHT,3,1,0,none,mission
314,37.30403679,127.90738644,-12.975862,-15.261379,0.824730861,47.253598,77.685556,STRAIGHT,3,1,0,none,mission
315,37.30403843,127.90738833,-12.807931,-15.079690,0.824730861,47.253598,77.932967,STRAIGHT,3,1,0,none,mission
316,37.30404006,127.90739023,-12.640000,-14.898000,0.824730861,47.253598,78.180377,STRAIGHT,3,1,0,none,mission
