map_x,map_y
-3.0096607208251953,-0.28553178906440735
-2.2662808895111084,-0.674222469329834
-2.3304712772369385,-0.7597122192382812
-0.27239030599594116,-0.4530799984931946
-1.7562255859375,-3.4437906742095947
-1.4224542379379272,-3.71492338180542
-1.323891520500183,-3.719306468963623
-1.229957938194275,-3.724575996398926
-1.1454112529754639,-3.7356410026550293
-1.0745341777801514,-3.73753023147583
-1.005199670791626,-3.739825963973999
-0.9333124160766602,-3.744110107421875
-0.8554062843322754,-3.7419216632843018
-0.7792147994041443,-3.747305393218994
-0.5263946652412415,-3.7398295402526855
-0.4612340033054352,-3.7672276496887207
-0.36336421966552734,-3.7659926414489746
-0.024624597281217575,-3.7873446941375732
0.04741724953055382,-3.7917351722717285
0.1309867650270462,-3.79970645904541
0.26459813117980957,-3.8057072162628174
0.3707911968231201,-2.8025028705596924
0.4475099742412567,-2.814499616622925
0.6819465160369873,-3.802737236022949
1.0056811571121216,-3.765526056289673
1.8337453603744507,-3.0576541423797607
1.8736536502838135,-2.906834840774536
1.8859773874282837,-2.8318023681640625
2.113168239593506,-2.810572385787964
2.7597625255584717,0.8269018530845642
-0.9460120797157288,2.268298864364624
-1.00888192653656,2.2007551193237305
-1.1136488914489746,2.1861279010772705
-1.2249118089675903,2.0792667865753174
-2.8167812824249268,0.8371816873550415
-2.8131277561187744,0.6865118145942688
-2.828746795654297,0.5327829122543335
-2.1942203044891357,0.3250090479850769
-2.9264302253723145,0.27747440338134766
-2.191052198410034,0.03841284662485123
-3.4756293296813965,-0.25834840536117554
-0.2631303668022156,-3.7651233673095703
0.19803014397621155,-3.803581714630127
1.9687738418579102,-2.8115477561950684
2.0485260486602783,-2.8124477863311768
-1.0798522233963013,2.243269443511963
-2.2615418434143066,-0.6078315377235413
-3.4086410999298096,-0.29115918278694153
-1.871538758277893,-3.496053457260132
-2.6901068687438965,1.4013952016830444
0.760467529296875,-3.8041207790374756
-2.678584575653076,1.4748517274856567
-2.839931011199951,0.9007419943809509
-3.6446666717529297,-0.1220904216170311
-3.54239821434021,-0.19788190722465515
-0.9280508756637573,2.3629150390625
-1.8084088563919067,-3.543396234512329
-3.530592679977417,-0.24192939698696136
1.3121362924575806,-3.789283275604248
2.741726875305176,0.9719719886779785
-2.273677110671997,0.27885136008262634
-1.5628936290740967,-3.6786904335021973
-3.62605881690979,-0.18344902992248535
-3.1978261470794678,-0.21859540045261383
0.6005395650863647,-3.795790195465088
0.9295864701271057,-3.7858002185821533
-2.4322171211242676,1.340922474861145
-0.703995406627655,-0.7408934235572815
-2.3518621921539307,-0.8204565048217773
0.8417662382125854,-3.799043655395508
-2.4623987674713135,1.0988852977752686
-0.7718680500984192,-0.728302001953125
-2.612436294555664,1.3955333232879639
-2.0423803329467773,-2.8262767791748047
-3.0012989044189453,-0.3570254147052765
-1.9929758310317993,-2.8454179763793945
-2.1099014282226562,-2.7804648876190186
2.1583101749420166,-2.9552695751190186
-2.618136167526245,1.3089590072631836
-2.3763527870178223,0.9209439158439636
-2.0373380184173584,-2.7665839195251465
-1.9675849676132202,-2.76249361038208
-1.4953991174697876,-3.7007036209106445
-2.6741600036621094,1.2345876693725586
-2.2316107749938965,0.8363028168678284
-2.2604870796203613,0.7738784551620483
-0.26081180572509766,-0.49540287256240845
-2.693479299545288,1.1544358730316162
-2.5624537467956543,1.206796407699585
-2.614457130432129,1.1757845878601074
-2.516124725341797,1.1319841146469116
-2.5725555419921875,1.1035774946212769
-0.19226107001304626,-0.42960867285728455
-2.4947376251220703,1.0649731159210205
-2.0054361820220947,-3.2158706188201904
1.861005425453186,-2.987793207168579
-1.9612411260604858,-2.7007222175598145
-2.8231468200683594,0.5859875082969666
-2.9922738075256348,0.3223161995410919
-3.410562515258789,-0.23308971524238586
-3.0983617305755615,0.3335458040237427
-2.074296236038208,-3.3176181316375732
0.3928835690021515,-2.7491748332977295
-2.5078773498535156,1.021212100982666
0.3352510631084442,-3.7951531410217285
-2.0905916690826416,-2.874215602874756
-2.1358120441436768,-2.8335440158843994
-2.783512830734253,0.8356601595878601
-2.9391095638275146,0.21198539435863495
-2.201838254928589,-3.2668962478637695
-2.1880414485931396,-2.780890703201294
-0.9827423691749573,-0.34950435161590576
-0.9774206876754761,-0.440843790769577
-0.8497766852378845,-0.6771395206451416
-2.112851619720459,-3.3156652450561523
-1.1358864307403564,2.105527877807617
-2.275981903076172,-2.781676769256592
-0.939213752746582,2.2642769813537598
-2.199488401412964,-2.8140454292297363
-2.3509674072265625,-2.7767114639282227
-2.9396212100982666,-0.6758031845092773
-2.828526020050049,-0.6890848278999329
-2.274156332015991,-0.7447069883346558
-2.9332613945007324,-0.7433505058288574
-2.4121084213256836,-2.775407075881958
-2.4628746509552,-2.825859546661377
0.9556459784507751,-3.841796636581421
-2.170365333557129,0.11709382385015488
-2.3558945655822754,1.567772626876831
-2.506838083267212,1.7104406356811523
-2.5397419929504395,1.6396723985671997
-2.2344298362731934,0.36892691254615784
-2.4042911529541016,-3.1879451274871826
-1.8496202230453491,0.01939222402870655
-1.7767952680587769,0.27178412675857544
-1.7331299781799316,0.2858780026435852
-2.262451171875,1.6274504661560059
-2.6142520904541016,1.5818954706192017
-2.238096237182617,1.699653148651123
-2.2416932582855225,0.2181376814842224
-2.0790696144104004,0.22039595246315002
-2.0679163932800293,0.14607585966587067
-1.9202982187271118,0.2554384768009186
-1.9051140546798706,0.15184573829174042
-1.7655553817749023,0.12535810470581055
-1.6240127086639404,0.11165325343608856
-1.5692198276519775,0.15163105726242065
-1.5940744876861572,0.20289306342601776
-2.4920103549957275,1.6020183563232422
-2.5354387760162354,1.537440538406372
-2.4347071647644043,1.561106562614441
-2.4755589962005615,1.4969841241836548
-2.2435808181762695,1.7656737565994263
-2.3813531398773193,1.4717050790786743
-1.6334935426712036,0.33407729864120483
-2.2611725330352783,1.5383623838424683
-2.287987232208252,1.4424355030059814
-2.350703001022339,1.3693430423736572
-2.2004547119140625,1.4409995079040527
-2.191776752471924,1.329157829284668
-2.1086037158966064,1.4069576263427734
-2.136950969696045,1.3354130983352661
-2.1267178058624268,1.6175469160079956
-2.0376884937286377,1.5776790380477905
-2.1073272228240967,1.5447138547897339
-2.0727365016937256,1.464277982711792
-1.9395020008087158,1.551139235496521
